Image,model_name,Score
"3dgcqa-4k/sketchshape/a_juice,_squeezing,_fresh_style@20250906-210905",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_dill_weed,_sprinkling,_delicate_style@20250910-014033",sketchshape,4.2
"3dgcqa-4k/sketchshape/a_curry_leaf,_sizzling,_Indian_style@20250909-180901",sketchshape,1.3
"3dgcqa-4k/sketchshape/a_turmeric_root,_grinding,_vibrant_style@20250908-205521",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_fidget_spinner,_spinning,_trendy_style@20250908-040018",sketchshape,2.3
"3dgcqa-4k/sketchshape/a_basketball,_dunking,_dynamic_style@20250907-210106",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_leopard_gecko,_shedding,_patterned_style@20250911-152118",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_profiterole,_filling,_creamy_style@20250908-065725",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_rubber_duck,_floating,_bath_time_style@20250912-190026",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_bulldog,_drooling,_wrinkly_style@20250911-105122",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_urn,_sealing,_classical_style@20250906-210905",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_doughnut,_sprinkling,_playful_style@20250908-212639",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_laptop,_typing,_flat_design_style@20250910-201929",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_lemongrass_stalk,_steeping,_Thai_style@20250909-235017",sketchshape,2.2
"3dgcqa-4k/sketchshape/a_pavlova,_topping,_fluffy_style@20250908-120440",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_poodle,_prancing,_stylish_style@20250910-133334",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_projector,_projecting,_cinematic_style@20250910-014809",sketchshape,2.3
"3dgcqa-4k/sketchshape/a_garlic_clove,_crushing,_pungent_style@20250909-204450",sketchshape,3.7
"3dgcqa-4k/sketchshape/a_remote-controlled_drone,_flying,_techy_style@20250911-034958",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_goldfish,_swimming,_peaceful_style@20250911-155234",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_dress,_twirling,_art_deco_style@20250912-004035",sketchshape,1.9
"3dgcqa-4k/sketchshape/a_hedge_trimmer,_trimming,_garden_style@20250908-072450",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_bay_leaf,_simmering,_aromatic_style@20250910-155454",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_peppermint,_cooling,_refreshing_style@20250909-092502",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_shield,_blocking,_steampunk_style@20250908-152850",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_beach_ball,_bouncing,_holiday_style@20250907-212145",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_train_set,_assembling,_intricate_style@20250912-124552",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_piglet,_snorting,_adorable_style@20250912-021340",sketchshape,3.1
"3dgcqa-4k/sketchshape/a_dwarf_hamster,_scurrying,_tiny_style@20250909-235504",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_horseradish,_shredding,_pungent_style@20250910-105933",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_espresso_martini,_shaking,_classy_style@20250912-021009",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_goblet,_drinking,_medieval_style@20250912-015819",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_ceramic_bunny,_hopping,_cute_style@20250912-115956",sketchshape,3.2
"3dgcqa-4k/sketchshape/a_GPS_device,_navigating,_modern_style@20250910-034630",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_birdbath,_filling,_garden_style@20250910-232208",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_figurine,_posing,_decorative_style@20250911-092045",sketchshape,0.3
"3dgcqa-4k/sketchshape/a_graphics_tablet,_drawing,_artistic_style@20250909-133414",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_gingerbread_house,_building,_festive_style@20250906-210905",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_sundial,_shadowing,_timeless_style@20250906-210906",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_sundae,_melting,_neon_style@20250907-154316",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_toy_boat,_sailing,_maritime_style@20250908-051645",sketchshape,4.1
"3dgcqa-4k/sketchshape/a_jug,_pouring,_rustic_style@20250909-085208",sketchshape,3.8
"3dgcqa-4k/sketchshape/a_tiramisu,_layering,_Italian_style@20250908-193909",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_flashlight,_illuminating,_functional_style@20250909-074539",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_wine_glass,_clinking,_minimalist_style@20250907-215806",sketchshape,0.3
"3dgcqa-4k/sketchshape/a_nutmeg,_grating,_spicy_style@20250909-030607",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_plate,_spinning,_minimalist_style@20250912-154342",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_betta_fish,_flaring,_colorful_style@20250910-124037",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_multitool,_integrating,_versatile_style@20250909-160028",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_anvil,_forging,_medieval_style@20250908-033421",sketchshape,3.5
"3dgcqa-4k/sketchshape/a_cake,_frosting,_pastel_style@20250906-210906",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_mosaic_tile,_fitting,_intricate_style@20250911-211631",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_file,_smoothing,_industrial_style@20250909-111321",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_juniper_berry,_infusing,_gin_style@20250909-200318",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_fruit_bowl,_filling,_colorful_style@20250910-132431",sketchshape,2.7
"3dgcqa-4k/sketchshape/a_bunny,_nibbling,_soft_style@20250910-175742",sketchshape,3.7
"3dgcqa-4k/sketchshape/a_kombucha,_fermenting,_organic_style@20250906-210905",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_jackhammer,_breaking,_urban_style@20250909-055038",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_cockatoo,_screaming,_exotic_style@20250911-142756",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_plush_toy,_hugging,_soft_style@20250907-090047",sketchshape,3.7
"3dgcqa-4k/sketchshape/a_hammer,_swinging,_sketch_style@20250909-132453",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_peacock,_displaying,_regal_style@20250910-053620",sketchshape,2.2
"3dgcqa-4k/sketchshape/a_building_blocks,_stacking,_colorful_style@20250907-220427",sketchshape,4.1
"3dgcqa-4k/sketchshape/a_pillow,_fluffing,_comfortable_style@20250912-164729",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_trampoline,_bouncing,_energetic_style@20250906-210905",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_smart_bulb,_lighting,_ambient_style@20250909-090451",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_bicycle,_cycling,_adventure_style@20250907-032602",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_corgi,_running,_energetic_style@20250910-062241",sketchshape,1.3
"3dgcqa-4k/sketchshape/a_gecko,_sticking,_adhesive_style@20250911-053512",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_tile,_cracking,_graffiti_style@20250907-224435",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_flowerpot,_planting,_garden_style@20250910-075934",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_rug,_unraveling,_tribal_style@20250911-153822",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_flannel_shirt,_warming,_casual_style@20250911-003310",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_macaron,_stacking,_chic_style@20250908-040421",sketchshape,3.6
"3dgcqa-4k/sketchshape/a_cortado,_sipping,_balanced_style@20250910-162912",sketchshape,2.7
"3dgcqa-4k/sketchshape/a_compass_rose,_guiding,_navigational_style@20250912-055923",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_sword,_clashing,_medieval_style@20250908-100848",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_action_camera,_recording,_rugged_style@20250910-123503",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_stud_finder,_detecting,_precise_style@20250911-132856",sketchshape,1.3
"3dgcqa-4k/sketchshape/a_helmet,_glowing,_sci-fi_style@20250909-155344",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_tart,_glazing,_glossy_style@20250908-145618",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_fennel_seed,_cracking,_fresh_style@20250909-204727",sketchshape,2.6
"3dgcqa-4k/sketchshape/a_chive,_chopping,_garnish_style@20250910-072608",sketchshape,0.1
"3dgcqa-4k/sketchshape/a_hot_cider,_mulling,_festive_style@20250911-154923",sketchshape,2.9
"3dgcqa-4k/sketchshape/a_beanie,_knitting,_urban_style@20250907-131012",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_teddy_bear,_waving,_cartoon_style@20250908-043450",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_gelatin,_setting,_jiggly_style@20250909-012457",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_drone,_flying,_high-tech_style@20250909-204707",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_canary,_singing,_melodic_style@20250911-042447",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_herbal_tea,_steeping,_calming_style@20250912-083913",sketchshape,2.6
"3dgcqa-4k/sketchshape/a_angel_food_cake,_slicing,_airy_style@20250909-074235",sketchshape,2.2
"3dgcqa-4k/sketchshape/a_sextant,_aligning,_nautical_style@20250906-210905",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_tabby_cat,_lounging,_relaxed_style@20250910-191606",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_nail_gun,_nailing,_efficient_style@20250908-092238",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_thyme_sprig,_adding,_subtle_style@20250910-121143",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_tapestry,_weaving,_historical_style@20250907-023803",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_curtain,_hanging,_elegant_style@20250907-080841",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_paintbrush,_stroking,_impressionist_style@20250909-154057",sketchshape,3.5
"3dgcqa-4k/sketchshape/a_budgie,_flying,_colorful_style@20250910-171724",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_teapot,_whistling,_line_art_style@20250907-160709",sketchshape,1.3
"3dgcqa-4k/sketchshape/a_truffle,_coating,_decadent_style@20250907-191716",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_goblet,_spilling,_gothic_style@20250909-035905",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_handbag,_accessorizing,_stylish_style@20250907-191239",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_balloon,_inflating,_festive_style@20250906-210905",sketchshape,1.9
"3dgcqa-4k/sketchshape/a_peppermint_tea,_steaming,_soothing_style@20250911-194646",sketchshape,1.5
"3dgcqa-4k/sketchshape/a_great_dane,_towering,_majestic_style@20250910-004015",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_action_figure,_posing,_heroic_style@20250907-144907",sketchshape,1.9
"3dgcqa-4k/sketchshape/a_mortar_and_pestle,_grinding,_essential_style@20250909-144703",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_chai_latte,_foaming,_spicy_style@20250912-193213",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_mint_leaf,_muddling,_refreshing_style@20250911-105518",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_mosaic,_assembling,_intricate_style@20250912-121950",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_medallion,_shining,_ornate_style@20250909-210559",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_border_collie,_herding,_intelligent_style@20250911-114851",sketchshape,3.7
"3dgcqa-4k/sketchshape/a_flag,_waving,_patriotic_style@20250907-091339",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_level,_aligning,_accurate_style@20250908-230320",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_cocktail_glass,_shaking,_tropical_style@20250912-142857",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_hand_saw,_sawing,_traditional_style@20250907-205333",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_tablecloth,_spreading,_rustic_style@20250912-102103",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_reciprocating_saw,_cutting,_robust_style@20250908-145429",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_inkwell,_dipping,_classic_style@20250910-165837",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_lizard,_climbing,_geometric_style@20250911-175322",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_mocha,_swirling,_decadent_style@20250912-143818",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_energy_drink,_electrifying,_high-tech_style@20250907-034914",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_washbasin,_filling,_rustic_style@20250911-135159",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_stein,_clinking,_festive_style@20250911-133255",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_margarita,_rimming,_party_style@20250912-005942",sketchshape,4.1
"3dgcqa-4k/sketchshape/a_crown,_shining,_fantasy_style@20250908-220249",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_relic,_preserving,_sacred_style@20250911-104654",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_frisbee,_flying,_outdoor_style@20250908-112434",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_tablet,_swiping,_cyberpunk_style@20250910-065939",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_hamster,_running,_cute_style@20250911-075535",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_cashmere_scarf,_wrapping,_luxurious_style@20250907-074206",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_crepe,_filling,_delicate_style@20250908-080239",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_stuffed_animal,_cuddling,_plush_style@20250907-031216",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_pitcher,_filling,_country_style@20250911-143643",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_sugar_bowl,_sweetening,_vintage_style@20250911-094646",sketchshape,2.3
"3dgcqa-4k/sketchshape/a_goldfish,_floating,_serene_style@20250911-041750",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_dragon_egg,_hatching,_fantasy_style@20250909-001006",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_plunger,_plunging,_household_style@20250909-222020",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_handwoven_blanket,_comforting,_cozy_style@20250910-092007",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_sledgehammer,_demolishing,_powerful_style@20250908-203220",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_Bluetooth_speaker,_blasting,_portable_style@20250909-120526",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_broom,_sweeping,_traditional_style@20250908-143842",sketchshape,3.2
"3dgcqa-4k/sketchshape/a_caulking_gun,_sealing,_precise_style@20250908-094431",sketchshape,4.3
"3dgcqa-4k/sketchshape/a_bonnet,_tying,_old-fashioned_style@20250907-203131",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_doll,_dancing,_anime_style@20250908-175138",sketchshape,4.1
"3dgcqa-4k/sketchshape/a_clay_jug,_pouring,_pastoral_style@20250907-095458",sketchshape,1.5
"3dgcqa-4k/sketchshape/a_matcha_tea,_whisking,_zen_style@20250906-210905",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_fitness_tracker,_monitoring,_sporty_style@20250910-234316",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_yoga_mat,_rolling,_zen_style@20250907-023201",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_chili_powder,_spicing,_fiery_style@20250909-151753",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_iced_tea,_cooling,_summer_style@20250907-033759",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_fondue_pot,_bubbling,_convivial_style@20250910-222048",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_stocking,_hanging,_festive_style@20250907-184334",sketchshape,3.4
"3dgcqa-4k/sketchshape/a_decorative_plate,_displaying,_ornamental_style@20250911-045645",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_ferret,_exploring,_playful_style@20250911-044341",sketchshape,1.5
"3dgcqa-4k/sketchshape/a_statue,_crumbling,_classical_style@20250909-103744",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_fish,_swimming,_watercolor_style@20250912-075915",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_chocolate_bar,_breaking,_indulgent_style@20250912-142959",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_tape,_measuring,_precise_style@20250907-035025",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_lego_set,_building,_creative_style@20250907-205204",sketchshape,4.1
"3dgcqa-4k/sketchshape/a_cumin_seed,_toasting,_earthy_style@20250909-095853",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_smart_home_device,_automating,_innovative_style@20250910-183302",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_camera,_flashing,_realistic_style@20250911-015311",sketchshape,3.8
"3dgcqa-4k/sketchshape/a_astrolabe,_exploring,_navigational_style@20250912-142543",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_toy_drum,_banging,_rhythmic_style@20250907-091212",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_toy_plane,_soaring,_aviation_style@20250907-100511",sketchshape,2.6
"3dgcqa-4k/sketchshape/a_spanner,_tightening,_mechanical_style@20250907-203127",sketchshape,0.3
"3dgcqa-4k/sketchshape/a_pina_colada,_chilling,_holiday_style@20250912-033258",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_marshmallow,_toasting,_campfire_style@20250908-203856",sketchshape,1.3
"3dgcqa-4k/sketchshape/a_puppy,_wagging,_joyful_style@20250911-055328",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_napkin,_folding,_formal_style@20250907-133405",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_butter_dish,_spreading,_classic_style@20250910-182720",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_garden_fork,_turning,_horticultural_style@20250909-044825",sketchshape,2.2
"3dgcqa-4k/sketchshape/a_mousse,_whipping,_airy_style@20250908-013628",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_crepe,_folding,_delicate_style@20250907-200724",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_cocktail,_shaking,_cubist_style@20250907-101633",sketchshape,1.5
"3dgcqa-4k/sketchshape/a_wool_sweater,_knitting,_handmade_style@20250911-152937",sketchshape,3.7
"3dgcqa-4k/sketchshape/a_air_conditioner,_cooling,_summer_style@20250910-081416",sketchshape,2.7
"3dgcqa-4k/sketchshape/a_biscotti,_dipping,_crunchy_style@20250909-061917",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_slinky,_stretching,_retro_style@20250906-210906",sketchshape,1.5
"3dgcqa-4k/sketchshape/a_cold_brew,_dripping,_iced_style@20250912-042140",sketchshape,4.0
"3dgcqa-4k/sketchshape/a_kitten,_playing,_playful_style@20250911-000305",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_rabbit,_hopping,_line_art_style@20250912-121854",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_soldering_iron,_welding,_delicate_style@20250909-021831",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_lollipop,_licking,_colorful_style@20250908-133819",sketchshape,2.9
"3dgcqa-4k/sketchshape/a_pliers,_gripping,_rough_sketch_style@20250909-043839",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_nutmeg,_grating,_spiced_style@20250909-150542",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_beagle,_sniffing,_active_style@20250910-224005",sketchshape,2.2
"3dgcqa-4k/sketchshape/a_clove,_scenting,_warm_style@20250910-092719",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_meringue,_whipping,_airy_style@20250907-084100",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_digital_camera,_capturing,_photography_style@20250910-124356",sketchshape,1.0
"3dgcqa-4k/sketchshape/a_ginger_root,_grating,_zingy_style@20250910-193050",sketchshape,2.8
"3dgcqa-4k/sketchshape/a_spinning_top,_spinning,_kinetic_style@20250906-210905",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_green_smoothie,_blending,_healthy_style@20250912-032030",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_smoothie,_blending,_pop_art_style@20250906-210905",sketchshape,2.6
"3dgcqa-4k/sketchshape/a_dragon_vase,_roaring,_mythical_style@20250912-064515",sketchshape,2.6
"3dgcqa-4k/sketchshape/a_digital_piano,_playing,_musical_style@20250910-175619",sketchshape,2.4
"3dgcqa-4k/sketchshape/a_hair_dryer,_blowing,_salon_style@20250910-073202",sketchshape,0.9
"3dgcqa-4k/sketchshape/a_soundbar,_sounding,_immersive_style@20250909-153314",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_glue_gun,_bonding,_crafty_style@20250909-045333",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_hacksaw,_cutting,_precision_style@20250908-135900",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_seltzer,_bubbling,_refreshing_style@20250912-170411",sketchshape,0.8
"3dgcqa-4k/sketchshape/a_red_wine,_breathing,_elegant_style@20250912-062709",sketchshape,1.5
"3dgcqa-4k/sketchshape/a_chariot_wheel,_rolling,_epic_style@20250909-065345",sketchshape,3.2
"3dgcqa-4k/sketchshape/a_marbles,_rolling,_classic_style@20250907-025607",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_malt_shake,_thickening,_creamy_style@20250912-072031",sketchshape,4.0
"3dgcqa-4k/sketchshape/a_ancient_book,_opening,_literary_style@20250908-180134",sketchshape,1.9
"3dgcqa-4k/sketchshape/a_lemonade,_dripping,_graffiti_style@20250907-033516",sketchshape,2.7
"3dgcqa-4k/sketchshape/a_silk_ribbon,_fluttering,_elegant_style@20250910-142751",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_drill,_boring,_powerful_style@20250908-171307",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_lantern,_illuminating,_vintage_style@20250907-162611",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_e-book_reader,_page-turning,_literary_style@20250909-014624",sketchshape,1.7
"3dgcqa-4k/sketchshape/a_eclair,_filling,_classic_style@20250908-014207",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_yo-yo,_looping,_classic_style@20250907-105925",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_brooch,_clasping,_ornate_style@20250912-004423",sketchshape,0.3
"3dgcqa-4k/sketchshape/a_turtle,_crawling,_minimalistic_style@20250911-131007",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_sandal,_wearing,_ancient_style@20250912-010901",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_garden_gnome,_smiling,_whimsical_style@20250906-210906",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_blender,_blending,_culinary_style@20250910-183627",sketchshape,0.3
"3dgcqa-4k/sketchshape/a_shawl,_weaving,_intricate_style@20250910-121320",sketchshape,0.7
"3dgcqa-4k/sketchshape/a_roman_coin,_flipping,_historical_style@20250908-103906",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_chisel,_carving,_photorealistic_style@20250910-015531",sketchshape,3.8
"3dgcqa-4k/sketchshape/a_e-reader,_displaying,_minimalistic_style@20250909-184913",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_thai_iced_tea,_blending,_exotic_style@20250910-222048",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_VR_headset,_immersing,_artistic_style@20250911-030600",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_satin_sheet,_draping,_luxury_style@20250912-010609",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_macaw,_squawking,_vibrant_style@20250910-104723",sketchshape,2.3
"3dgcqa-4k/sketchshape/a_doorbell_camera,_watching,_security_style@20250910-053507",sketchshape,3.8
"3dgcqa-4k/sketchshape/a_game_console,_gaming,_entertainment_style@20250909-210645",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_husky,_howling,_winter_style@20250911-000857",sketchshape,2.1
"3dgcqa-4k/sketchshape/a_canary,_singing,_bright_style@20250911-101421",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_ginger_ale,_fizzing,_zesty_style@20250906-210904",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_iguana,_basking,_exotic_style@20250911-211000",sketchshape,0.5
